Rank,Word,Score,Match,Exact,Frequency
1718,MARCH,6267.5,5377,1781,0.02293
1719,UPSET,6267.5,5628,1279,0.001273
1720,LARRY,6266.0,5223,2086,0.000938
1721,SNOUT,6265.0,5452,1626,0.000247
1722,STALL,6264.0,5425,1678,0.000514
1723,BACON,6264.0,5435,1658,0.001498
1724,RETHE,6261.0,5451,1620,1.1e-05
1725,TONUS,6260.0,5452,1616,3.7e-05
1726,PLATY,6258.5,5350,1817,3.7e-05
1727,CETYL,6258.0,5607,1302,1.2e-05
1728,APACE,6257.5,5371,1773,0.0001
1729,GLIDE,6257.0,5398,1718,0.000269
1730,PUREE,6256.5,5088,2337,6.8e-05
1731,GUEST,6256.5,5534,1445,0.001819
1732,VISTA,6255.0,5668,1174,0.000444
1733,SPARK,6254.5,5472,1565,0.000946
1734,DRIED,6254.0,5325,1858,0.002689
1735,TRACT,6254.0,5367,1774,0.00288
1736,VIPER,6254.0,5469,1570,8.6e-05
1737,GRIEF,6254.0,5418,1672,0.0016
1738,LEPER,6254.0,5392,1724,0.000105
1739,GREET,6253.0,5307,1892,0.00046
1740,LODGE,6253.0,5387,1732,0.002174
1741,OFTEN,6252.0,5645,1214,0.033939
1742,TERRY,6251.5,5283,1937,0.000936
1743,TANGY,6251.5,5245,2013,2.6e-05
1744,MALAR,6251.0,5289,1924,4.4e-05
1745,BAITH,6248.0,5310,1876,1.8e-05
1746,ELVIS,6247.5,5710,1075,0.000163
1747,CIRCA,6247.0,5410,1674,0.000294
1748,TONIC,6247.0,5457,1580,0.000423
1749,FLYER,6247.0,5486,1522,0.00013
1750,CRUST,6246.5,5420,1653,0.000809
1751,STUPA,6244.5,5577,1335,4.4e-05
1752,AMITY,6243.5,5478,1531,0.000153
1753,FIBER,6243.0,5396,1694,0.002414
1754,SABRA,6242.0,5254,1976,2.4e-05
1755,SAHIB,6240.5,5396,1689,0.000148
1756,TOTAL,6240.5,5410,1661,0.045506
1757,CIVET,6238.5,5306,1865,2e-05
1758,RALLY,6238.0,5263,1950,0.000508
1759,BRIER,6235.0,5184,2102,4.7e-05
1760,HINGE,6235.0,5363,1744,0.000408
1761,STELL,6233.0,5476,1514,1.5e-05
1762,RODEO,6233.0,5408,1650,0.000106
1763,FRESH,6233.0,5543,1380,0.00723
1764,NATAL,6232.0,5419,1626,0.000537
1765,PLAID,6231.5,5441,1581,0.000105
1766,SOLDI,6231.0,5422,1618,1.1e-05
1767,CLINT,6230.5,5354,1753,0.000119
1768,OLIVA,6230.0,5667,1126,3.4e-05
1769,ELDER,6229.0,5466,1526,0.001683
1770,ROBIN,6229.0,5504,1450,0.000947
1771,TENON,6228.5,5422,1613,4.1e-05
1772,VITAL,6228.0,5573,1310,0.003991
1773,VAGUE,6228.0,5320,1816,0.001383
1774,GROVE,6228.0,5364,1728,0.001477
1775,SPEND,6228.0,5462,1532,0.003891
1776,JAKES,6227.0,5383,1688,2.4e-05
1777,SEVER,6227.0,5160,2134,0.00022
1778,RIDER,6227.0,5374,1706,0.000671
1779,SHEET,6226.0,5168,2116,0.005698
1780,CORNU,6226.0,5408,1636,3.7e-05
1781,ENEMA,6224.0,5758,932,9.5e-05
1782,DEMOS,6224.0,5590,1268,7.6e-05
1783,GENUS,6222.5,5514,1417,0.002117
1784,DOZER,6222.0,5351,1742,2.8e-05
1785,SEWER,6222.0,5176,2092,0.001216
1786,POINT,6221.5,5251,1941,0.045881
1787,SNELL,6220.5,5456,1529,0.000154
1788,MODAL,6218.0,5444,1548,0.000461
1789,CLIVE,6217.0,5297,1840,0.000293
1790,PUNTA,6216.5,5471,1491,0.000107
1791,CACHE,6215.5,5236,1959,0.000421
1792,TABIC,6215.5,5466,1499,2.7e-05
1793,LOBED,6214.5,5365,1699,0.000183
1794,CERCI,6214.0,5461,1506,2.1e-05
1795,DAMON,6213.5,5433,1561,0.000177
1796,PRIZE,6213.5,5288,1851,0.002598
1797,WINCE,6213.5,5302,1823,5.8e-05
1798,PEINE,6212.0,5117,2190,2e-05
1799,REGES,6211.0,5393,1636,1.1e-05
1800,SKIRT,6210.5,5378,1665,0.000649
1801,GENIC,6209.5,5519,1381,1.5e-05
1802,DRANK,6209.5,5440,1539,0.000859
1803,LEPUS,6209.0,5619,1180,2e-05
1804,LASSO,6208.5,5480,1457,5.4e-05
1805,GIVER,6208.0,5375,1666,0.000218
1806,APPLE,6207.0,5489,1436,0.002207
1807,KILEY,6207.0,5252,1910,2.8e-05
1808,EQUAL,6206.5,5722,969,0.014623
1809,SIEGE,6206.0,5129,2154,0.000975
1810,NERVY,6205.5,5432,1547,1.1e-05
1811,PURGE,6203.5,5284,1839,0.000275
1812,CHARD,6203.0,5437,1532,6.4e-05
1813,TEPID,6202.5,5501,1403,7.8e-05
1814,NIECE,6202.5,5323,1759,0.000463
1815,SPIKE,6202.0,5259,1886,0.00048
1816,DOWIE,6201.5,5284,1835,1.6e-05
1817,SHOVE,6201.0,5225,1952,0.000166
1818,POSIT,6200.0,5357,1686,0.000114
1819,THREW,6198.5,5430,1537,0.002191
1820,PERCH,6198.0,5414,1568,0.000342
1821,GUANO,6198.0,5471,1454,0.000146
1822,REPEL,6197.0,5392,1610,0.00022
1823,AFRIC,6194.5,5667,1055,2.1e-05
1824,UNMET,6194.0,5536,1316,9e-05
1825,DENIM,6193.5,5495,1397,8.3e-05
1826,MERCH,6193.0,5428,1530,1.9e-05
1827,TETON,6193.0,5450,1486,7.3e-05
1828,RATTY,6192.5,5249,1887,2e-05
1829,GREEN,6192.5,5287,1811,0.012826
1830,ROPER,6192.0,5289,1806,0.000186
1831,SIMON,6191.5,5351,1681,0.002369
1832,TITAN,6191.0,5410,1562,0.000168
1833,FAUST,6188.5,5293,1791,0.000278
1834,TOMBE,6188.5,5314,1749,1.5e-05
1835,POLIS,6186.5,5348,1677,9.8e-05
1836,BUYER,6186.5,5350,1673,0.001913
1837,CURVE,6186.0,5257,1858,0.005139
1838,JASON,6185.5,5461,1449,0.000727
1839,MENDS,6185.5,5476,1419,2.1e-05
1840,GOLEM,6184.5,5327,1715,2.6e-05
1841,YIELD,6184.0,5580,1208,0.007659
1842,PRANK,6184.0,5366,1636,6e-05
1843,LEGAL,6183.0,5495,1376,0.015734
1844,VINCE,6181.5,5286,1791,0.000156
1845,BAKED,6179.0,5225,1908,0.000599
1846,DUNCE,6179.0,5269,1820,3e-05
1847,BOGLE,6178.5,5197,1963,3.3e-05
1848,OVARY,6176.5,5495,1363,0.000513
1849,ELFIN,6176.5,5647,1059,3.3e-05
1850,MOVIE,6176.0,5208,1936,0.001741
1851,SAMBO,6176.0,5349,1654,2.8e-05
1852,HARPY,6176.0,5245,1862,2e-05
1853,FRIST,6175.0,5348,1654,2.1e-05
1854,TWICE,6174.5,5322,1705,0.005202
1855,CLOVE,6174.5,5286,1777,0.000126
1856,SEMEN,6174.0,5112,2124,0.000256
1857,LUNDA,6173.0,5536,1274,1.2e-05
1858,NISEI,6172.5,5494,1357,3.2e-05
1859,SLACK,6172.5,5300,1745,0.000575
1860,LEGER,6172.0,5298,1748,8.6e-05
1861,PHIAL,6171.5,5417,1509,3.5e-05
1862,ROMEO,6171.0,5348,1646,0.000271
1863,ORBIT,6171.0,5524,1294,0.001223
1864,SALLY,6170.5,4980,2381,0.000816
1865,KNAVE,6170.0,5453,1434,0.000113
1866,DRAFT,6170.0,5430,1480,0.004332
1867,HEAVY,6170.0,5332,1676,0.010899
1868,ORDER,6169.0,5363,1612,0.062749
1869,BANTU,6166.5,5355,1623,0.0002
1870,DEPOT,6166.0,5490,1352,0.000922
1871,SHEEN,6165.5,5148,2035,0.000163
1872,RIMER,6165.0,5314,1702,1.1e-05
1873,SWARM,6164.5,5429,1471,0.000308
1874,SMOKE,6163.5,5262,1803,0.003022
1875,MATRA,6161.0,5298,1726,1.6e-05
1876,CHOIR,6160.0,5363,1594,0.000721
1877,SPOKE,6159.5,5248,1823,0.005661
1878,FIRST,6159.0,5348,1622,0.125562
1879,CHUTE,6158.0,5265,1786,0.000266
1880,TILIA,6156.5,5368,1577,1.8e-05
1881,LOTUS,6156.5,5463,1387,0.000401
1882,GONAD,6156.5,5325,1663,5.1e-05
1883,ARCHY,6156.0,5451,1410,2e-05
1884,ATLAS,6155.0,5525,1260,0.000969
1885,DENSE,6153.5,5172,1963,0.001775
1886,LOTTA,6153.5,5410,1487,3.2e-05
1887,HEMIN,6153.0,5471,1364,1.3e-05
1888,SIGMA,6152.0,5382,1540,0.000472
1889,ALLOT,6151.5,5433,1437,9.7e-05
1890,BINGE,6150.0,5197,1906,9.2e-05
1891,SERES,6150.0,4992,2316,1.4e-05
1892,TAXON,6149.5,5374,1551,0.000103
1893,DOWSE,6149.5,5265,1769,1.5e-05
1894,PRANA,6148.5,5264,1769,2.8e-05
1895,WORST,6147.5,5310,1675,0.002843
1896,SPOIL,6147.5,5348,1599,0.000526
1897,PLASH,6147.0,5398,1498,1.1e-05
1898,SALAD,6147.0,5066,2162,0.000682
1899,ADULT,6146.0,5556,1180,0.006015
1900,VAPOR,6144.0,5407,1474,0.001541
1901,DORIC,6142.5,5387,1511,9.8e-05
1902,CHEKA,6142.5,5523,1239,1.5e-05
1903,ANION,6142.0,5476,1332,0.000316
1904,SIRUP,6141.0,5319,1644,9.3e-05
1905,HABIT,6139.5,5310,1659,0.002773
1906,DEMON,6139.0,5484,1310,0.000567
1907,SLOTH,6137.5,5293,1689,0.000101
1908,ENDER,6136.5,5455,1363,2.9e-05
1909,MIXER,6136.0,5306,1660,0.00038
1910,RERUN,6136.0,5395,1482,3.8e-05
1911,SWIPE,6135.5,5202,1867,5.2e-05
1912,CHIDE,6135.5,5224,1823,4.3e-05
1913,NAYAR,6135.5,5352,1567,2.5e-05
1914,ATOPY,6133.5,5453,1361,1.4e-05
1915,FROST,6132.5,5337,1591,0.001379
1916,AMISH,6132.0,5526,1212,0.000113
1917,RIPER,6131.5,5300,1663,4.5e-05
1918,CAULD,6129.0,5229,1800,1.1e-05
1919,KNELT,6128.5,5572,1113,0.000365
1920,KENAF,6127.0,5496,1262,1.8e-05
1921,SHANG,6126.5,5293,1667,0.000109
1922,PIPER,6126.0,5240,1772,0.000381
1923,CANDY,6125.5,5086,2079,0.000728
1924,MORUS,6125.0,5322,1606,1.7e-05
1925,EXIST,6124.0,5542,1164,0.007691
1926,TURCO,6123.0,5428,1390,3e-05
1927,MENSE,6123.0,5112,2022,2e-05
1928,MOOSE,6123.0,5065,2116,0.000331
1929,STEED,6123.0,5192,1862,0.000207
1930,BILGE,6122.5,5208,1829,7.1e-05
1931,DEIGN,6121.5,5387,1469,5.3e-05
1932,NISAN,6121.5,5468,1307,2.3e-05
1933,FIDES,6121.0,5303,1636,9.7e-05
1934,NOMAD,6121.0,5433,1376,7.7e-05
1935,FOMES,6119.5,5232,1775,1.5e-05
1936,ABHOR,6119.5,5668,903,8.2e-05
1937,LLANO,6118.0,5413,1410,4.3e-05
1938,XERIC,6117.0,5498,1238,1.4e-05
1939,ZONAL,6115.5,5361,1509,0.000177
1940,CAVIL,6115.0,5246,1738,4.3e-05
1941,SAFAR,6114.0,5086,2056,1.4e-05
1942,SPILT,6113.5,5254,1719,6.7e-05
1943,RETRY,6113.5,5283,1661,2.2e-05
1944,ILEUM,6111.5,5652,919,0.000111
1945,SIDES,6111.0,5092,2038,0.007211
1946,ROGER,6110.0,5195,1830,0.001878
1947,CASAL,6110.0,5198,1824,1.1e-05
1948,MULEY,6109.5,5102,2015,1.4e-05
1949,HOOSE,6109.5,5101,2017,1.6e-05
1950,JURAT,6109.0,5357,1504,1.8e-05
1951,DEBIT,6109.0,5385,1448,0.000379
1952,CREED,6108.5,5148,1921,0.000844
1953,RUDGE,6108.0,5358,1500,2.8e-05
1954,AROMA,6108.0,5392,1432,0.000233
1955,CORPS,6107.0,5294,1626,0.004622
1956,UTTER,6107.0,5432,1350,0.001134
1957,SHEIK,6107.0,5309,1596,6.4e-05
1958,STORK,6107.0,5367,1480,0.000101
1959,VERSE,6106.0,5160,1892,0.002686
1960,WAXEN,6104.0,5219,1770,3.6e-05
1961,WRIST,6103.0,5321,1564,0.000815
1962,GORGE,6103.0,5123,1960,0.000382
1963,SWIRL,6102.5,5312,1581,0.000141
1964,CLANG,6100.0,5354,1492,6.5e-05
1965,CANAL,6099.5,5092,2015,0.004718
1966,LEMMA,6099.5,5507,1185,0.000422
1967,TEREK,6099.0,5147,1904,1.1e-05
1968,RURAL,6099.0,5355,1488,0.008292
1969,FLUTE,6098.5,5249,1699,0.000406
1970,WRATH,6098.5,5379,1439,0.000811
1971,BOXER,6098.0,5165,1866,0.000212
1972,PROSY,6097.0,5176,1842,1.5e-05
1973,HORNY,6093.5,5120,1947,0.000136
1974,FAULT,6092.5,5198,1789,0.003924
1975,STACK,6092.5,5309,1567,0.001093
1976,TORCH,6092.5,5258,1669,0.000492
1977,AGONY,6092.0,5339,1506,0.000629
1978,WAGED,6091.5,5190,1803,0.000299
1979,MINOS,6090.5,5351,1479,5.1e-05
1980,ANVIL,6089.5,5553,1073,0.000175
1981,TOKAY,6088.5,5199,1779,1.6e-05
1982,ANURA,6087.5,5484,1207,1.1e-05
1983,PRIUS,6085.5,5319,1533,6.7e-05
1984,CAMUS,6085.5,5264,1643,0.000101
1985,DARBY,6084.5,5153,1863,0.000207
1986,GAUZE,6084.0,5139,1890,0.000309
1987,TRULY,6082.5,5207,1751,0.004681
1988,PERDU,6082.0,5452,1260,2.1e-05
1989,REBEL,6082.0,5276,1612,0.000837
1990,SNACK,6080.0,5289,1582,0.000246
1991,ASKEW,6078.5,5575,1007,8.1e-05
1992,SPLIT,6078.0,5254,1648,0.002659
1993,SNAKY,6077.0,5171,1812,1.3e-05
1994,ASPIC,6075.5,5668,815,1.5e-05
1995,SMOLT,6075.0,5257,1636,1.9e-05
1996,DRAWN,6073.0,5383,1380,0.008556
1997,BOWIE,6072.5,5094,1957,0.000179
1998,CHARM,6072.0,5377,1390,0.001249
1999,GAUGE,6072.0,5079,1986,0.001586
2000,NEGUS,6071.5,5514,1115,2.5e-05
2001,SWORN,6071.0,5290,1562,0.001325
2002,NONCE,6070.5,5095,1951,3e-05
2003,CHIME,6069.0,5164,1810,8.6e-05
2004,LEIGH,6068.0,5374,1388,0.000438
2005,NORSK,6067.5,5347,1441,5.8e-05
2006,AMIDO,6066.0,5558,1016,2.2e-05
2007,MINOT,6066.0,5265,1602,8.9e-05
2008,YOURS,6065.5,5396,1339,0.002965
2009,BRIBE,6065.5,5120,1891,0.000251
2010,WHOSE,6065.5,5241,1649,0.023933
2011,RUPEE,6065.5,5088,1955,0.000166
2012,ETHER,6065.0,5451,1228,0.001331
2013,ABOUT,6065.0,5469,1192,0.141106
2014,DRAWL,6062.0,5394,1336,4.4e-05
2015,BRACH,6062.0,5247,1630,1.5e-05
2016,FALCO,6062.0,5278,1568,4.5e-05
2017,TWEAK,6062.0,5489,1146,3e-05
2018,MESNE,6061.5,5112,1899,0.00011
2019,FRONT,6060.5,5231,1659,0.015095
2020,EGRET,6060.0,5307,1506,3.3e-05
2021,DELHI,6060.0,5542,1036,0.001957
2022,CRISP,6059.5,5305,1509,0.00048
2023,VALVE,6058.5,5137,1843,0.003775
2024,CLOAK,6057.5,5308,1499,0.000617
2025,DRESS,6057.5,5356,1403,0.003567
2026,BLANC,6057.5,5332,1451,0.000237
2027,HARSH,6056.5,5206,1701,0.001139
2028,THESE,6056.5,5168,1777,0.175991
2029,TEENY,6056.0,5100,1912,2.1e-05
2030,MUDRA,6056.0,5415,1282,1.9e-05
2031,DIRTY,6055.5,5175,1761,0.00143
2032,GNOME,6055.5,5316,1479,5.3e-05
2033,SULFA,6054.5,5284,1541,2.9e-05
2034,MANGO,6052.5,5265,1575,0.000181
2035,DURST,6052.5,5288,1529,0.000124
2036,DOPEY,6051.5,5045,2013,1.3e-05
2037,QUART,6051.0,5317,1468,0.000529
2038,ATOLL,6051.0,5433,1236,0.000104
2039,SLEEP,6051.0,5109,1884,0.00564
2040,BUNCE,6050.0,5079,1942,3.5e-05
2041,ARYAN,6050.0,5352,1396,0.000235
2042,SIDED,6049.5,5042,2015,0.00084
2043,ELUTE,6049.0,5243,1612,1.7e-05
2044,BELIE,6049.0,5012,2074,5.2e-05
2045,BRIAR,6048.5,5133,1831,7.3e-05
2046,PLASM,6048.5,5362,1373,4.4e-05
2047,STAMP,6048.0,5371,1354,0.001773
2048,PRAWN,6047.5,5309,1477,5.8e-05
2049,CHEER,6047.5,5124,1847,0.000572
2050,SAMAN,6047.0,4995,2104,1.3e-05
2051,PRATT,6047.0,5161,1772,0.000685
2052,COWAN,6047.0,5240,1614,0.00023
2053,MELES,6045.5,5123,1845,1.1e-05
2054,PESTE,6045.0,5118,1854,1.3e-05
2055,JOULE,6043.5,5124,1839,8.6e-05
2056,PILOT,6043.5,5262,1563,0.003185
2057,GUARD,6043.5,5307,1473,0.005202
2058,SCRIM,6042.0,5319,1446,1.4e-05
2059,RUNIC,6042.0,5419,1246,3.3e-05
2060,HOMEY,6041.0,5035,2012,3.5e-05
2061,EBONY,6041.0,5368,1346,0.000158
2062,ROUND,6040.0,5276,1528,0.011271
2063,HOGAN,6038.0,5301,1474,0.000295
2064,JURAL,6037.5,5348,1379,1.4e-05
2065,APTLY,6037.5,5350,1375,0.000254
2066,GENIE,6037.0,5023,2028,9e-05
2067,ADMIT,6036.0,5464,1144,0.003581
2068,WHINE,6036.0,5146,1780,9.4e-05
2069,NUBIA,6035.0,5460,1150,6.2e-05
2070,CARRY,6034.5,4905,2259,0.010193
2071,CRAMP,6033.5,5327,1413,0.000111
2072,TUBAL,6032.0,5366,1332,9.7e-05
2073,PRESS,6032.0,5282,1500,0.024103
2074,SCALA,6028.5,5198,1661,0.0001
2075,FAITH,6027.5,5142,1771,0.010141
2076,TALUK,6027.5,5228,1599,7.1e-05
2077,FIVER,6027.0,5185,1684,1.7e-05
2078,SIZED,6027.0,5079,1896,0.001529
2079,RABAT,6026.5,5168,1717,5e-05
2080,RUSTY,6026.0,5302,1448,0.000357
2081,DONNE,6026.0,4963,2126,0.000226
2082,LYDIA,6024.5,5529,991,0.000454
2083,COZEN,6023.5,5094,1859,1.2e-05
2084,LURID,6023.0,5298,1450,0.000109
2085,TRIST,6023.0,5153,1740,2.9e-05
2086,ARDOR,6022.0,5312,1420,0.000132
2087,FLIRT,6022.0,5253,1538,8.4e-05
2088,SCRIP,6021.0,5305,1432,0.000169
2089,ROOST,6020.5,5170,1701,0.000121
2090,DECOY,6019.5,5251,1537,7.6e-05
2091,FAKIR,6019.0,5207,1624,2.5e-05
2092,MOURN,6019.0,5216,1606,0.000276
2093,MAJOR,6018.0,5245,1546,0.023923
2094,SUMAC,6017.5,5264,1507,4.4e-05
2095,FOCAL,6016.5,5278,1477,0.001029
2096,WOOER,6014.5,5023,1983,1.3e-05
2097,WHITE,6014.5,5166,1697,0.029317
2098,FRIER,6014.5,5016,1997,1.4e-05
2099,SHANK,6014.0,5133,1762,0.000266
2100,BORIC,6013.5,5197,1633,0.000128
2101,APART,6013.0,5284,1458,0.006205
2102,NEIGH,6012.5,5363,1299,4.7e-05
2103,VAUNT,6012.5,5144,1737,1.9e-05
2104,WHILE,6012.0,5157,1710,0.063258
2105,CANON,6011.5,5044,1935,0.001168
2106,VISOR,6010.5,5399,1223,6.5e-05
2107,SHADY,6010.0,5036,1948,0.000286
2108,RADIX,6010.0,5315,1390,5.1e-05
2109,TACIT,6010.0,5103,1814,0.000287
2110,DERBY,6010.0,5204,1612,0.000621
2111,CREPE,6009.5,5074,1871,8e-05
2112,HURST,6008.5,5264,1489,0.000236
2113,TULLE,6008.5,5077,1863,3.2e-05
2114,LANKY,6007.5,5076,1863,5.2e-05
2115,SPANG,6007.0,5243,1528,1.4e-05
2116,ETHIC,6007.0,5683,648,0.000346
2117,BLAND,6004.0,5200,1608,0.000364
2118,DOWEL,6003.5,5170,1667,6.6e-05
2119,WANLY,6002.0,5019,1966,1.2e-05
2120,GRAFT,6001.5,5262,1479,0.000599
2121,SPURT,6000.5,5214,1573,9.6e-05
2122,RADII,6000.0,5287,1426,0.000288
2123,HIVES,6000.0,5236,1528,0.00018
2124,FETUS,5998.0,5344,1308,0.000486
2125,SUNNA,5998.0,5050,1896,2.2e-05
2126,AGNUS,5996.5,5463,1067,2.5e-05
2127,TEMPO,5993.0,5430,1126,0.000373
2128,APHIS,5992.0,5512,960,0.000134
2129,BRAVO,5991.0,5291,1400,0.000154
2130,INLAW,5991.0,5569,844,7.3e-05
2131,ADOPT,5991.0,5439,1104,0.003159
2132,QUIET,5990.0,5104,1772,0.004324
2133,DAMME,5989.5,5057,1865,2.1e-05
2134,TAWNY,5989.5,5028,1923,0.00014
2135,POSSE,5989.0,5007,1964,0.000114
2136,VAULT,5988.5,5155,1667,0.000547
2137,KIVER,5987.5,5215,1545,2.3e-05
2138,CLANK,5987.5,5194,1587,2.6e-05
2139,GLOBE,5986.5,5197,1579,0.001657
2140,SULLA,5986.5,5112,1749,0.000106
2141,IMPEL,5986.0,5432,1108,5.8e-05
2142,ROUTH,5986.0,5272,1428,3.6e-05
2143,GOOSE,5985.0,4957,2056,0.000579
2144,MOLLE,5984.0,4965,2038,1.9e-05
2145,TORSO,5984.0,5170,1628,0.000205
2146,THIEF,5983.0,5193,1580,0.000581
2147,PILON,5983.0,5242,1482,1.4e-05
2148,SLING,5982.0,5140,1684,0.000189
2149,ALARM,5978.5,5289,1379,0.001731
2150,TSUGA,5977.0,5483,988,1.9e-05
2151,MALIK,5976.5,5127,1699,0.00018
2152,DYLAN,5976.0,5404,1144,0.000269
2153,GUIDE,5976.0,5094,1764,0.007599
2154,BEING,5975.5,5197,1557,0.089986
2155,AHEAD,5975.5,5289,1373,0.004684
2156,HOVEN,5975.5,5119,1713,1.2e-05
2157,CYRIL,5975.5,5298,1355,0.000283
2158,VIDEO,5975.0,5268,1414,0.003092
2159,MUSED,5975.0,5183,1584,0.000169
2160,SHAFT,5974.5,5123,1703,0.003232
2161,IDAHO,5973.0,5594,758,0.001717
2162,BLEND,5973.0,5251,1444,0.000778
2163,SOUND,5972.5,4993,1959,0.013135
2164,STEEP,5971.0,5118,1706,0.00147
2165,NAIAD,5971.0,5074,1794,1.7e-05
2166,TUDOR,5971.0,5296,1350,0.000332
2167,QUITE,5971.0,5104,1734,0.021134
2168,WHOLE,5969.5,5146,1647,0.033857
2169,FURCA,5969.5,5249,1441,1.1e-05
2170,FOIST,5969.5,5073,1793,2e-05
2171,COUNT,5969.0,5039,1860,0.00571
2172,CONUS,5968.5,5125,1687,6.4e-05
2173,MANIA,5968.5,5014,1909,0.000261
2174,DAVIT,5967.5,5123,1689,2.4e-05
2175,COLLA,5967.5,5106,1723,1.6e-05
2176,PINTO,5966.0,5251,1430,0.000149
2177,HOVEL,5964.5,5130,1669,5.1e-05
2178,GLAND,5964.5,5222,1485,0.001167
2179,TAUNT,5964.5,4992,1945,0.000106
2180,BRINY,5964.0,4965,1998,2.2e-05
2181,WIDEN,5964.0,5170,1588,0.000274
2182,CORGI,5963.5,5219,1489,1.1e-05
2183,ENSUE,5963.5,5318,1291,0.000249
2184,DARKY,5963.0,5015,1896,1.2e-05
2185,MAVIS,5961.5,5149,1625,6.5e-05
2186,BESET,5960.5,5002,1917,0.000329
2187,ARMOR,5960.0,5252,1416,0.000591
2188,POACH,5960.0,5088,1744,1.8e-05
2189,BRASS,5959.5,5115,1689,0.001862
2190,HOWEL,5959.5,5146,1627,1.8e-05
2191,QUERN,5959.5,5348,1223,3.1e-05
2192,MOTET,5957.5,4951,2013,3.1e-05
2193,SICCA,5957.0,5127,1660,2.3e-05
2194,OVULE,5956.5,5300,1313,5.3e-05
2195,GHENT,5956.5,5258,1397,0.000185
2196,CREEP,5956.5,5074,1765,0.000796
2197,ROTCH,5954.5,5258,1393,1.7e-05
2198,SODIC,5954.0,5104,1700,4.4e-05
2199,AVENA,5952.5,5351,1203,3.4e-05
2200,BOONE,5952.5,4829,2247,0.000364
2201,BEGIN,5952.5,5197,1511,0.007946
2202,ORRIS,5951.0,5230,1442,2.2e-05
2203,BRUIT,5950.5,5117,1667,3.6e-05
2204,BENET,5950.0,4896,2108,4.4e-05
2205,KAFIR,5949.5,5207,1485,4.4e-05
2206,CALLI,5948.5,5117,1663,3e-05
2207,ADAGE,5948.0,5145,1606,0.000108
2208,RHYME,5947.5,5310,1275,0.000406
2209,HELEN,5947.0,5053,1788,0.001815
2210,ANGUS,5944.5,5463,963,0.000412
2211,BRAWN,5944.0,5193,1502,4.1e-05
2212,SIEVE,5944.0,4896,2096,0.000395
2213,HURON,5942.0,5252,1380,0.000425
2214,SPURN,5940.0,5194,1492,4.8e-05
2215,COVEY,5939.5,4850,2179,6.4e-05
2216,DIODE,5939.0,5050,1778,0.000426
2217,MOTTE,5938.5,4951,1975,6.2e-05
2218,LIVED,5938.0,5165,1546,0.007757
2219,VENUS,5937.5,5281,1313,0.000758
2220,UNLIT,5937.0,5368,1138,3.3e-05
2221,JAGIR,5936.0,5148,1576,1.5e-05
2222,SADHU,5935.5,5168,1535,2e-05
2223,TASTY,5935.0,4966,1938,0.000149
2224,SCAUP,5934.5,5250,1369,1.4e-05
2225,MOSES,5934.0,5021,1826,0.001999
2226,BRAWL,5933.0,5204,1458,6.2e-05
2227,FETID,5931.5,5217,1429,6.4e-05
2228,HYPER,5931.0,5296,1270,0.000197
2229,QUOTE,5928.5,5093,1671,0.001684
2230,CHYLE,5928.0,5124,1608,2.7e-05
2231,BORAX,5928.0,5114,1628,0.000166
2232,FIEND,5927.5,5197,1461,0.000133
2233,MIRZA,5926.5,5251,1351,9.5e-05
2234,TALLY,5926.5,4894,2065,0.000258
2235,ARJUN,5926.0,5337,1178,3.7e-05
2236,EIGHT,5924.0,5383,1082,0.01236
2237,MILLE,5923.5,4976,1895,9.9e-05
2238,BURST,5923.5,5098,1651,0.001808
2239,LEVER,5923.0,5065,1716,0.001369
2240,SANGA,5923.0,4887,2072,1.3e-05
2241,MICRO,5923.0,5327,1192,0.001352
2242,SCOUT,5922.5,5145,1555,0.000469
2243,COTTA,5922.0,5092,1660,0.00017
2244,PSALM,5922.0,5362,1120,0.000695
2245,WITHE,5921.5,5166,1511,1.6e-05
2246,CASCO,5921.5,5116,1611,3.4e-05
2247,CARYA,5921.5,5045,1753,1.5e-05
2248,DUCAT,5921.0,5238,1366,2.1e-05
2249,SEDUM,5921.0,5183,1476,1.6e-05
2250,BOURN,5920.5,5086,1669,2.5e-05
2251,GRASS,5920.0,5137,1566,0.0041
2252,CLYDE,5920.0,5148,1544,0.000575
2253,STYLO,5920.0,5331,1178,2.1e-05
2254,TONGS,5919.5,5138,1563,0.00012
2255,SOUTH,5918.5,4989,1859,0.032529
2256,VALID,5918.0,5114,1608,0.004006
2257,RHEUM,5918.0,5442,952,5.4e-05
2258,BISON,5917.5,5221,1393,0.000182
2259,CLEFT,5917.0,5235,1364,0.000394
2260,FAVOR,5917.0,5123,1588,0.005897
2261,CALIX,5916.5,5069,1695,1.3e-05
2262,BURKE,5916.0,5008,1816,0.001134
2263,TORII,5915.5,5108,1615,1.3e-05
2264,SUEDE,5915.5,4879,2073,5.1e-05
2265,BURIN,5915.0,5097,1636,2.2e-05
2266,NERVE,5914.0,5054,1720,0.003185
2267,LOUSY,5913.0,5018,1790,0.000111
2268,BRETT,5912.5,5096,1633,0.000259
2269,VOCAL,5912.5,5235,1355,0.000995
2270,GENET,5910.5,4918,1985,0.000297
2271,TUMOR,5909.0,5236,1346,0.002381
2272,DIANA,5908.0,5074,1668,0.000638
2273,STRUM,5907.0,5228,1358,2.4e-05
2274,GRECE,5905.0,4980,1850,1.2e-05
2275,BLOKE,5904.5,5037,1735,6.8e-05
